dt,atm_id,region,total_withdrawn_amount_kwd,total_withdraw_txn_count,total_deposited_amount_kwd,total_deposit_txn_count,reported_dt,dup_flag
2024-10-19,ATM_0155,Ahmadi,732.71,26,12.21,2,2024-10-19,false
2024-10-19,ATM_0156,Mubarak Al-Kabeer,932.29,33,5.86,1,2024-10-19,false
2024-10-19,ATM_0157,Jahra,901.79,38,15.0,3,2024-10-19,false
2024-10-19,ATM_0158,Jahra,1296.43,35,25.75,2,2024-10-21,false
2024-10-19,ATM_0159,Ahmadi,640.0,22,22.37,3,2024-10-19,false
2024-10-19,ATM_0160,Kuwait City,1056.53,32,0.0,0,2024-10-19,false
2024-10-19,ATM_0161,Kuwait City,1044.07,37,10.49,2,2024-10-19,false
2024-10-19,ATM_0163,Farwaniya,983.55,34,10.0,2,2024-10-19,false
2024-10-19,ATM_0164,Kuwait City,1002.16,32,0.0,0,2024-10-19,false
2024-10-19,ATM_0165,Kuwait City,693.19,23,0.0,0,2024-10-19,false
2024-10-19,ATM_0166,Jahra,1043.86,39,5.0,1,2024-10-19,false
2024-10-19,ATM_0168,Ahmadi,1136.18,42,10.0,2,2024-10-19,false
2024-10-19,ATM_0169,Kuwait City,1525.89,44,17.6,3,2024-10-19,false
2024-10-19,ATM_0173,Mubarak Al-Kabeer,1245.32,44,31.66,5,2024-10-19,false
2024-10-19,ATM_0175,Hawalli,1087.23,43,27.74,4,2024-10-19,false
2024-10-19,ATM_0176,Mubarak Al-Kabeer,1183.59,33,15.85,3,2024-10-19,false
2024-10-19,ATM_0177,Hawalli,1467.62,40,47.91,4,2024-10-19,false
2024-10-19,ATM_0179,Ahmadi,1424.72,40,14.43,2,2024-10-19,false
2024-10-19,ATM_0180,Hawalli,1116.49,47,10.0,2,2024-10-19,false
2024-10-19,ATM_0184,Farwaniya,843.6,34,23.59,3,2024-10-19,false
2024-10-19,ATM_0185,Hawalli,607.33,20,0.0,0,2024-10-19,false
2024-10-19,ATM_0186,Hawalli,1007.51,31,0.0,0,2024-10-19,false
2024-10-19,ATM_0187,Mubarak Al-Kabeer,668.62,21,5.4,1,2024-10-19,false
2024-10-19,ATM_0189,Hawalli,1085.77,36,17.92,3,2024-10-19,false
2024-10-19,ATM_0190,Jahra,1508.63,43,28.28,3,2024-10-21,false
2024-10-19,ATM_0191,Hawalli,1506.04,55,30.7,4,2024-10-19,false
2024-10-19,ATM_0192,Kuwait City,658.89,22,10.0,2,2024-10-19,false
2024-10-19,ATM_0194,Hawalli,844.08,31,9.05,1,2024-10-19,false
2024-10-19,ATM_0196,Farwaniya,1359.17,44,12.11,2,2024-10-19,false
2024-10-19,ATM_0197,Kuwait City,1006.79,36,5.0,1,2024-10-19,false
2024-10-19,ATM_0201,Kuwait City,736.15,26,0.0,0,2024-10-19,false
2024-10-19,ATM_0202,Kuwait City,937.47,30,5.0,1,2024-10-19,false
2024-10-19,ATM_0206,Farwaniya,981.54,32,12.47,2,2024-10-19,false
2024-10-19,ATM_0207,Ahmadi,851.36,34,5.77,1,2024-10-19,false
2024-10-19,ATM_0208,Hawalli,791.23,16,13.56,2,2024-10-19,false
2024-10-19,ATM_0209,Mubarak Al-Kabeer,663.27,16,0.0,0,2024-10-19,false
2024-10-19,ATM_0210,Ahmadi,1116.38,37,10.0,2,2024-10-19,false
2024-10-19,ATM_0212,Hawalli,960.18,32,7.36,1,2024-10-19,false
2024-10-19,ATM_0213,Kuwait City,1099.58,40,15.0,3,2024-10-19,false
2024-10-19,ATM_0216,Hawalli,721.31,29,5.0,1,2024-10-20,false
2024-10-19,ATM_0218,Ahmadi,851.96,30,32.34,5,2024-10-19,false
2024-10-19,ATM_0219,Hawalli,1019.91,30,36.38,4,2024-10-19,false
2024-10-19,ATM_0220,Hawalli,811.79,26,5.0,1,2024-10-19,false
2024-10-19,ATM_0221,Ahmadi,708.0,27,16.6,3,2024-10-19,false
2024-10-19,ATM_0222,Hawalli,1430.14,51,15.0,3,2024-10-19,false
2024-10-19,ATM_0223,Mubarak Al-Kabeer,1253.73,43,12.1,1,2024-10-19,false
2024-10-19,ATM_0224,Farwaniya,763.37,26,7.56,1,2024-10-19,false
2024-10-19,ATM_0225,Farwaniya,828.54,33,15.12,3,2024-10-19,false
2024-10-19,ATM_0226,Farwaniya,638.7,27,5.99,1,2024-10-19,false
2024-10-19,ATM_0227,Ahmadi,1066.92,42,5.0,1,2024-10-19,false
2024-10-19,ATM_0229,Farwaniya,1191.54,37,28.54,3,2024-10-19,false
2024-10-19,ATM_0230,Ahmadi,1281.11,47,17.38,3,2024-10-19,false
2024-10-19,ATM_0233,Farwaniya,931.39,28,12.97,2,2024-10-19,false
2024-10-19,ATM_0234,Kuwait City,939.3,36,10.54,2,2024-10-19,false
2024-10-19,ATM_0236,Hawalli,1124.8,31,0.0,0,2024-10-19,false
2024-10-19,ATM_0237,Mubarak Al-Kabeer,1080.55,39,18.63,2,2024-10-19,false
2024-10-19,ATM_0239,Kuwait City,894.97,35,21.98,3,2024-10-19,false
2024-10-19,ATM_0240,Kuwait City,786.7,29,15.0,3,2024-10-19,false
2024-10-19,ATM_0244,Ahmadi,1110.08,37,21.63,3,2024-10-19,false
2024-10-19,ATM_0245,Ahmadi,1022.89,31,16.78,3,2024-10-19,false
2024-10-19,ATM_0247,Kuwait City,676.35,25,11.93,2,2024-10-19,false
2024-10-19,ATM_0248,Kuwait City,808.77,27,12.01,2,2024-10-19,false
2024-10-19,ATM_0250,Kuwait City,1248.23,43,0.0,0,2024-10-19,false
2024-10-20,ATM_0004,Ahmadi,1465.17,55,39.98,5,2024-10-20,false
2024-10-20,ATM_0005,Ahmadi,1395.39,45,10.56,2,2024-10-20,false
2024-10-20,ATM_0006,Ahmadi,1007.71,35,11.22,2,2024-10-20,false
2024-10-20,ATM_0007,Farwaniya,1015.83,39,20.89,4,2024-10-20,false
2024-10-20,ATM_0010,Kuwait City,2093.69,67,35.34,5,2024-10-20,false
2024-10-20,ATM_0011,Farwaniya,717.14,28,0.0,0,2024-10-20,false
2024-10-20,ATM_0013,Kuwait City,985.28,35,24.08,3,2024-10-20,false
2024-10-20,ATM_0014,Jahra,1179.39,34,17.68,3,2024-10-20,false
2024-10-20,ATM_0015,Mubarak Al-Kabeer,1139.12,31,10.07,2,2024-10-20,false
2024-10-20,ATM_0016,Kuwait City,575.55,23,5.0,1,2024-10-20,false
2024-10-20,ATM_0018,Kuwait City,883.09,33,15.0,3,2024-10-20,false
2024-10-20,ATM_0019,Jahra,1676.88,51,10.79,2,2024-10-20,false
2024-10-20,ATM_0020,Farwaniya,747.2,29,15.53,3,2024-10-20,false
2024-10-20,ATM_0021,Hawalli,1525.65,53,22.4,4,2024-10-20,false
2024-10-20,ATM_0023,Kuwait City,986.99,41,10.53,1,2024-10-20,false
2024-10-20,ATM_0024,Kuwait City,799.46,27,13.22,2,2024-10-20,false
2024-10-20,ATM_0027,Hawalli,1264.6,44,22.02,3,2024-10-20,false
2024-10-20,ATM_0028,Jahra,1412.87,45,39.21,4,2024-10-20,false
2024-10-20,ATM_0031,Farwaniya,1776.87,64,24.73,4,2024-10-20,false
2024-10-20,ATM_0032,Mubarak Al-Kabeer,1525.51,43,18.65,3,2024-10-20,false
2024-10-20,ATM_0033,Kuwait City,1229.22,40,21.77,3,2024-10-20,false
2024-10-20,ATM_0034,Jahra,1423.73,54,32.49,4,2024-10-20,false
2024-10-20,ATM_0035,Mubarak Al-Kabeer,1561.52,62,28.83,3,2024-10-20,false
2024-10-20,ATM_0037,Ahmadi,922.54,29,10.33,1,2024-10-20,false
2024-10-20,ATM_0038,Kuwait City,1070.64,34,15.94,2,2024-10-20,false
2024-10-20,ATM_0039,Farwaniya,1225.96,43,17.56,3,2024-10-20,false
2024-10-20,ATM_0040,Hawalli,728.38,23,0.0,0,2024-10-20,false
2024-10-20,ATM_0042,Kuwait City,1672.83,63,35.01,5,2024-10-20,false
2024-10-20,ATM_0043,Kuwait City,1477.22,48,39.5,4,2024-10-20,false
2024-10-20,ATM_0046,Ahmadi,1266.93,46,32.69,5,2024-10-20,false
2024-10-20,ATM_0047,Jahra,781.69,29,7.28,1,2024-10-20,false
2024-10-20,ATM_0049,Farwaniya,1047.68,32,0.0,0,2024-10-20,false
2024-10-20,ATM_0050,Kuwait City,1264.39,45,27.37,4,2024-10-21,false
2024-10-20,ATM_0051,Kuwait City,1120.73,37,21.38,4,2024-10-21,false
2024-10-20,ATM_0052,Kuwait City,719.74,26,0.0,0,2024-10-20,false
2024-10-20,ATM_0053,Farwaniya,803.94,27,5.0,1,2024-10-20,false
2024-10-20,ATM_0054,Farwaniya,815.64,27,11.07,2,2024-10-20,false
2024-10-20,ATM_0056,Jahra,970.81,33,15.85,2,2024-10-20,false
2024-10-20,ATM_0058,Jahra,1232.13,39,35.63,4,2024-10-20,false
2024-10-20,ATM_0059,Ahmadi,1533.5,47,34.38,5,2024-10-20,false
2024-10-20,ATM_0060,Hawalli,2001.22,64,20.58,4,2024-10-20,false
2024-10-20,ATM_0061,Mubarak Al-Kabeer,1153.43,37,21.31,3,2024-10-20,false
2024-10-20,ATM_0062,Kuwait City,1189.92,42,12.39,2,2024-10-22,false
2024-10-20,ATM_0063,Ahmadi,1145.19,43,26.0,4,2024-10-20,false
2024-10-20,ATM_0064,Hawalli,1752.93,52,20.0,4,2024-10-20,false
2024-10-20,ATM_0066,Kuwait City,743.18,26,26.84,4,2024-10-20,false
2024-10-20,ATM_0067,Kuwait City,1049.5,28,7.03,1,2024-10-20,false
2024-10-20,ATM_0068,Kuwait City,893.73,31,10.23,2,2024-10-20,false
2024-10-20,ATM_0069,Farwaniya,1427.16,46,43.0,4,2024-10-20,false
2024-10-20,ATM_0074,Ahmadi,1186.78,37,20.66,3,2024-10-20,false
2024-10-20,ATM_0075,Ahmadi,1089.74,40,20.97,4,2024-10-20,false
2024-10-20,ATM_0076,Mubarak Al-Kabeer,1274.29,45,15.48,3,2024-10-20,false
2024-10-20,ATM_0078,Jahra,1070.55,34,58.92,4,2024-10-20,false
2024-10-20,ATM_0080,Jahra,1447.68,50,25.43,4,2024-10-20,false
2024-10-20,ATM_0081,Ahmadi,804.08,29,10.0,2,2024-10-20,false
2024-10-20,ATM_0082,Ahmadi,826.53,28,22.61,4,2024-10-20,false
2024-10-20,ATM_0085,Ahmadi,800.31,36,0.0,0,2024-10-20,false
2024-10-20,ATM_0086,Kuwait City,1058.44,31,10.22,2,2024-10-20,false
2024-10-20,ATM_0087,Hawalli,1099.75,35,19.38,3,2024-10-20,false
2024-10-20,ATM_0089,Hawalli,1088.0,31,14.68,2,2024-10-21,false
2024-10-20,ATM_0090,Farwaniya,729.48,28,10.48,2,2024-10-20,false
2024-10-20,ATM_0091,Kuwait City,1018.78,38,24.69,3,2024-10-20,false
2024-10-20,ATM_0092,Ahmadi,813.54,22,0.0,0,2024-10-20,false
2024-10-20,ATM_0093,Kuwait City,754.67,26,0.0,0,2024-10-20,false
2024-10-20,ATM_0095,Farwaniya,1280.92,45,18.76,3,2024-10-20,false
2024-10-20,ATM_0096,Kuwait City,1346.2,36,15.72,2,2024-10-20,false
2024-10-20,ATM_0097,Kuwait City,2314.29,71,35.64,6,2024-10-20,false
2024-10-20,ATM_0098,Jahra,1464.9,48,5.0,1,2024-10-20,false
2024-10-20,ATM_0099,Kuwait City,1311.03,47,10.27,2,2024-10-20,false
2024-10-20,ATM_0100,Kuwait City,1013.62,34,18.13,3,2024-10-20,false
2024-10-20,ATM_0101,Hawalli,1340.44,50,23.97,3,2024-10-20,false
2024-10-20,ATM_0102,Ahmadi,1211.47,33,34.74,3,2024-10-21,false
2024-10-20,ATM_0103,Hawalli,622.72,30,10.77,1,2024-10-20,false
2024-10-20,ATM_0104,Farwaniya,1046.12,34,13.95,2,2024-10-20,false
2024-10-20,ATM_0106,Farwaniya,772.35,37,15.18,3,2024-10-20,false
2024-10-20,ATM_0108,Mubarak Al-Kabeer,1331.6,46,17.0,3,2024-10-20,false
2024-10-20,ATM_0109,Kuwait City,918.18,34,12.49,1,2024-10-20,false
2024-10-20,ATM_0110,Farwaniya,1058.86,44,17.2,3,2024-10-20,false
2024-10-20,ATM_0112,Ahmadi,1355.58,54,20.98,4,2024-10-20,false
2024-10-20,ATM_0114,Farwaniya,971.42,30,27.64,2,2024-10-20,false
2024-10-20,ATM_0115,Hawalli,1247.41,48,10.0,2,2024-10-20,false
2024-10-20,ATM_0116,Kuwait City,872.71,37,22.65,2,2024-10-20,false
2024-10-20,ATM_0117,Kuwait City,1415.05,45,13.27,2,2024-10-20,false
2024-10-20,ATM_0118,Mubarak Al-Kabeer,1100.69,34,26.85,4,2024-10-20,false
2024-10-20,ATM_0121,Kuwait City,1143.28,42,15.12,2,2024-10-20,false
2024-10-20,ATM_0122,Ahmadi,1714.44,45,29.13,5,2024-10-20,false
2024-10-20,ATM_0123,Kuwait City,827.14,31,16.72,2,2024-10-20,false
2024-10-20,ATM_0125,Farwaniya,935.81,41,22.63,4,2024-10-20,false
2024-10-20,ATM_0126,Ahmadi,1845.82,50,15.23,2,2024-10-20,false
2024-10-20,ATM_0127,Ahmadi,1142.39,38,12.37,2,2024-10-20,false
2024-10-20,ATM_0128,Hawalli,1091.86,45,19.64,2,2024-10-20,false
2024-10-20,ATM_0129,Hawalli,1098.87,37,17.14,3,2024-10-22,false
2024-10-20,ATM_0131,Ahmadi,1293.6,34,7.64,1,2024-10-20,false
2024-10-20,ATM_0132,Hawalli,578.44,17,19.18,2,2024-10-20,false
2024-10-20,ATM_0133,Mubarak Al-Kabeer,950.78,36,11.43,2,2024-10-21,false
2024-10-20,ATM_0134,Kuwait City,1087.98,33,20.93,3,2024-10-20,false
2024-10-20,ATM_0138,Jahra,752.96,31,17.82,2,2024-10-20,false
2024-10-20,ATM_0139,Mubarak Al-Kabeer,889.99,32,30.71,5,2024-10-20,false
2024-10-20,ATM_0140,Hawalli,1593.95,57,15.0,3,2024-10-20,false
2024-10-20,ATM_0142,Farwaniya,995.55,37,36.2,3,2024-10-20,false
2024-10-20,ATM_0143,Kuwait City,1406.35,45,19.72,3,2024-10-20,false
2024-10-20,ATM_0144,Kuwait City,862.51,30,10.0,2,2024-10-20,false
2024-10-20,ATM_0145,Farwaniya,1113.58,34,15.46,2,2024-10-20,false
2024-10-20,ATM_0146,Mubarak Al-Kabeer,1244.84,46,10.33,2,2024-10-20,false
2024-10-20,ATM_0147,Jahra,847.19,34,10.0,2,2024-10-20,false
2024-10-20,ATM_0150,Kuwait City,1318.26,44,16.41,3,2024-10-20,false
2024-10-20,ATM_0151,Mubarak Al-Kabeer,954.69,34,23.65,2,2024-10-20,false
2024-10-20,ATM_0152,Kuwait City,1441.64,49,21.35,3,2024-10-20,false
2024-10-20,ATM_0153,Hawalli,463.94,24,5.5,1,2024-10-20,false
2024-10-20,ATM_0154,Kuwait City,1028.27,33,30.72,4,2024-10-20,false
2024-10-20,ATM_0155,Ahmadi,912.09,33,5.37,1,2024-10-20,false
2024-10-20,ATM_0156,Mubarak Al-Kabeer,1288.44,46,33.9,5,2024-10-20,false
2024-10-20,ATM_0157,Jahra,1189.21,55,20.23,3,2024-10-21,false
2024-10-20,ATM_0158,Jahra,1642.03,48,31.42,3,2024-10-20,false
2024-10-20,ATM_0159,Ahmadi,787.55,27,15.35,2,2024-10-20,false
2024-10-20,ATM_0160,Kuwait City,981.98,32,21.15,3,2024-10-20,false
2024-10-20,ATM_0161,Kuwait City,957.4,38,0.0,0,2024-10-20,false
2024-10-20,ATM_0163,Farwaniya,1930.6,62,39.78,4,2024-10-20,false
2024-10-20,ATM_0164,Kuwait City,1112.97,32,15.77,2,2024-10-20,false
2024-10-20,ATM_0165,Kuwait City,776.93,30,15.6,3,2024-10-20,false
2024-10-20,ATM_0166,Jahra,1205.03,43,6.68,1,2024-10-20,false
2024-10-20,ATM_0168,Ahmadi,1810.32,62,44.08,6,2024-10-20,false
2024-10-20,ATM_0169,Kuwait City,1656.57,52,14.86,2,2024-10-20,false
2024-10-20,ATM_0170,Farwaniya,740.72,25,22.15,4,2024-10-22,false
2024-10-20,ATM_0172,Kuwait City,1616.94,48,31.22,5,2024-10-20,false
2024-10-20,ATM_0173,Mubarak Al-Kabeer,1287.07,41,15.0,3,2024-10-20,false
2024-10-20,ATM_0175,Hawalli,1182.61,41,15.03,2,2024-10-20,false
2024-10-20,ATM_0176,Mubarak Al-Kabeer,1124.75,36,8.72,1,2024-10-20,false
2024-10-20,ATM_0177,Hawalli,1163.07,34,17.87,2,2024-10-20,false
2024-10-20,ATM_0179,Ahmadi,1006.55,26,5.0,1,2024-10-20,false
2024-10-20,ATM_0180,Hawalli,1608.33,58,31.29,6,2024-10-20,false
2024-10-20,ATM_0184,Farwaniya,1239.8,44,16.19,3,2024-10-20,false
2024-10-20,ATM_0185,Hawalli,951.31,23,5.0,1,2024-10-20,false
2024-10-20,ATM_0186,Hawalli,968.74,35,0.0,0,2024-10-20,false
2024-10-20,ATM_0187,Mubarak Al-Kabeer,932.45,27,0.0,0,2024-10-20,false
2024-10-20,ATM_0189,Hawalli,944.9,38,30.16,3,2024-10-20,false
2024-10-20,ATM_0191,Hawalli,1245.14,50,34.4,3,2024-10-20,false
2024-10-20,ATM_0192,Kuwait City,817.83,30,6.32,1,2024-10-20,false
2024-10-20,ATM_0194,Hawalli,1381.59,52,28.47,4,2024-10-20,false
2024-10-20,ATM_0196,Farwaniya,1026.01,36,32.91,5,2024-10-20,false
2024-10-20,ATM_0197,Kuwait City,1365.5,48,18.38,3,2024-10-20,false
2024-10-20,ATM_0198,Farwaniya,1121.71,35,38.05,4,2024-10-20,false
2024-10-20,ATM_0201,Kuwait City,758.48,30,11.72,2,2024-10-20,false
2024-10-20,ATM_0202,Kuwait City,1279.46,37,10.14,2,2024-10-20,false
2024-10-20,ATM_0206,Farwaniya,1209.89,42,6.76,1,2024-10-20,false
2024-10-20,ATM_0208,Hawalli,1086.18,34,15.0,3,2024-10-20,false
2024-10-20,ATM_0209,Mubarak Al-Kabeer,868.53,23,0.0,0,2024-10-20,false
2024-10-20,ATM_0210,Ahmadi,779.62,30,11.19,2,2024-10-20,false
2024-10-20,ATM_0211,Kuwait City,1345.21,44,22.98,4,2024-10-20,false
2024-10-20,ATM_0212,Hawalli,704.0,24,15.67,3,2024-10-20,false
2024-10-20,ATM_0213,Kuwait City,1473.62,54,18.31,3,2024-10-21,false
2024-10-20,ATM_0216,Hawalli,993.01,31,10.0,2,2024-10-20,false
2024-10-20,ATM_0218,Ahmadi,1407.9,48,11.83,2,2024-10-20,false
2024-10-20,ATM_0219,Hawalli,647.22,19,5.78,1,2024-10-20,false
2024-10-20,ATM_0220,Hawalli,882.93,33,19.2,3,2024-10-20,false
2024-10-20,ATM_0221,Ahmadi,993.7,31,12.06,2,2024-10-20,false
2024-10-20,ATM_0222,Hawalli,1457.5,62,15.67,3,2024-10-20,false
2024-10-20,ATM_0223,Mubarak Al-Kabeer,1482.42,58,58.83,6,2024-10-20,false
2024-10-20,ATM_0224,Farwaniya,832.55,24,5.0,1,2024-10-20,false
2024-10-20,ATM_0225,Farwaniya,936.12,30,22.48,4,2024-10-22,false
2024-10-20,ATM_0226,Farwaniya,1037.23,41,34.73,5,2024-10-20,false
2024-10-20,ATM_0227,Ahmadi,1790.29,59,35.37,4,2024-10-20,false
2024-10-20,ATM_0229,Farwaniya,1047.9,35,31.89,2,2024-10-20,false
2024-10-20,ATM_0230,Ahmadi,1306.88,49,10.0,2,2024-10-20,false
2024-10-20,ATM_0233,Farwaniya,1667.91,47,25.65,5,2024-10-20,false
2024-10-20,ATM_0234,Kuwait City,1329.86,49,18.78,1,2024-10-20,false
2024-10-20,ATM_0235,Jahra,739.37,28,0.0,0,2024-10-20,false
2024-10-20,ATM_0236,Hawalli,940.59,33,17.85,2,2024-10-20,false
2024-10-20,ATM_0237,Mubarak Al-Kabeer,1441.83,52,25.16,3,2024-10-20,false
2024-10-20,ATM_0239,Kuwait City,1146.25,40,15.78,2,2024-10-20,false
2024-10-20,ATM_0240,Kuwait City,850.75,33,0.0,0,2024-10-20,false
2024-10-20,ATM_0243,Kuwait City,1607.37,44,36.7,4,2024-10-20,false
2024-10-20,ATM_0244,Ahmadi,1030.36,40,13.65,2,2024-10-20,false
2024-10-20,ATM_0245,Ahmadi,1145.96,40,25.86,4,2024-10-20,false
2024-10-20,ATM_0247,Kuwait City,1059.39,34,50.72,5,2024-10-20,false
2024-10-20,ATM_0248,Kuwait City,1844.47,53,31.39,6,2024-10-20,false
2024-10-20,ATM_0250,Kuwait City,1961.89,67,21.47,4,2024-10-20,false
2024-10-21,ATM_0004,Ahmadi,1543.41,56,37.27,4,2024-10-21,false
2024-10-21,ATM_0005,Ahmadi,1393.71,49,5.0,1,2024-10-21,false
2024-10-21,ATM_0006,Ahmadi,971.64,33,14.7,2,2024-10-21,false
2024-10-21,ATM_0010,Kuwait City,1711.32,55,66.11,8,2024-10-21,false
2024-10-21,ATM_0011,Farwaniya,1459.56,44,20.34,4,2024-10-21,false
2024-10-21,ATM_0013,Kuwait City,1395.2,42,15.95,3,2024-10-21,false
2024-10-21,ATM_0014,Jahra,1864.02,59,20.62,3,2024-10-21,false
2024-10-21,ATM_0015,Mubarak Al-Kabeer,952.1,37,15.71,3,2024-10-21,false
2024-10-21,ATM_0016,Kuwait City,1060.18,34,5.02,1,2024-10-21,false
2024-10-21,ATM_0018,Kuwait City,985.09,40,17.0,3,2024-10-23,false
2024-10-21,ATM_0019,Jahra,1811.51,50,26.34,4,2024-10-21,false
2024-10-21,ATM_0020,Farwaniya,980.6,37,6.22,1,2024-10-21,false
2024-10-21,ATM_0021,Hawalli,1945.83,64,29.9,3,2024-10-22,false
2024-10-21,ATM_0022,Ahmadi,1627.54,45,16.42,3,2024-10-21,false
2024-10-21,ATM_0023,Kuwait City,1254.07,48,31.32,4,2024-10-21,false
2024-10-21,ATM_0024,Kuwait City,979.22,31,10.0,2,2024-10-21,false
2024-10-21,ATM_0027,Hawalli,1696.83,55,21.56,4,2024-10-21,false
2024-10-21,ATM_0028,Jahra,1365.43,46,10.8,2,2024-10-21,false
2024-10-21,ATM_0029,Hawalli,1169.96,34,14.65,2,2024-10-21,false
2024-10-21,ATM_0031,Farwaniya,1053.61,43,17.64,3,2024-10-21,false
2024-10-21,ATM_0032,Mubarak Al-Kabeer,1223.96,44,17.39,2,2024-10-21,false
2024-10-21,ATM_0033,Kuwait City,1132.14,40,12.58,2,2024-10-21,false
2024-10-21,ATM_0034,Jahra,1180.21,42,28.06,4,2024-10-21,false
2024-10-21,ATM_0035,Mubarak Al-Kabeer,1778.24,51,11.41,2,2024-10-21,false
2024-10-21,ATM_0037,Ahmadi,719.61,25,16.18,3,2024-10-21,false
2024-10-21,ATM_0038,Kuwait City,1124.71,34,15.46,3,2024-10-21,false
2024-10-21,ATM_0039,Farwaniya,1221.26,33,17.84,2,2024-10-21,false
2024-10-21,ATM_0040,Hawalli,1239.86,38,32.08,4,2024-10-21,false
2024-10-21,ATM_0042,Kuwait City,1750.78,60,6.81,1,2024-10-21,false
2024-10-21,ATM_0043,Kuwait City,1367.66,47,15.94,3,2024-10-21,false
2024-10-21,ATM_0046,Ahmadi,1414.97,54,31.01,3,2024-10-21,false
2024-10-21,ATM_0047,Jahra,785.58,28,5.0,1,2024-10-21,false
2024-10-21,ATM_0049,Farwaniya,1041.5,30,6.8,1,2024-10-21,false
2024-10-21,ATM_0050,Kuwait City,1903.69,57,20.54,3,2024-10-21,false
2024-10-21,ATM_0051,Kuwait City,1386.41,48,26.66,4,2024-10-21,false
2024-10-21,ATM_0052,Kuwait City,901.96,27,12.97,2,2024-10-21,false
2024-10-21,ATM_0053,Farwaniya,823.9,32,16.07,2,2024-10-21,false
2024-10-21,ATM_0054,Farwaniya,737.51,26,29.51,5,2024-10-21,false
2024-10-21,ATM_0056,Jahra,944.83,28,0.0,0,2024-10-21,false
2024-10-21,ATM_0058,Jahra,1754.49,51,26.01,3,2024-10-21,false
2024-10-21,ATM_0060,Hawalli,1638.19,59,34.72,5,2024-10-21,false
2024-10-21,ATM_0061,Mubarak Al-Kabeer,896.15,34,10.51,1,2024-10-21,false
2024-10-21,ATM_0062,Kuwait City,1505.63,39,21.73,2,2024-10-21,false
2024-10-21,ATM_0063,Ahmadi,1230.13,49,37.16,5,2024-10-21,false
2024-10-21,ATM_0064,Hawalli,1507.04,52,19.9,3,2024-10-21,false
2024-10-21,ATM_0067,Kuwait City,1478.47,42,23.29,2,2024-10-21,false
2024-10-21,ATM_0068,Kuwait City,1134.78,41,15.01,2,2024-10-21,false
2024-10-21,ATM_0069,Farwaniya,1448.23,50,37.04,4,2024-10-21,false
2024-10-21,ATM_0074,Ahmadi,1286.5,41,36.72,5,2024-10-21,false
2024-10-21,ATM_0075,Ahmadi,977.21,42,27.36,3,2024-10-21,false
2024-10-21,ATM_0076,Mubarak Al-Kabeer,1416.13,48,36.47,4,2024-10-21,false
2024-10-21,ATM_0077,Kuwait City,1631.8,55,38.35,6,2024-10-23,false
2024-10-21,ATM_0078,Jahra,928.16,25,5.93,1,2024-10-21,false
2024-10-21,ATM_0080,Jahra,1631.47,56,32.6,5,2024-10-21,false
2024-10-21,ATM_0081,Ahmadi,875.68,36,19.08,3,2024-10-21,false
2024-10-21,ATM_0082,Ahmadi,925.24,32,10.0,2,2024-10-21,false
2024-10-21,ATM_0083,Ahmadi,786.56,29,20.3,3,2024-10-21,false
2024-10-21,ATM_0085,Ahmadi,702.32,26,0.0,0,2024-10-21,false
2024-10-21,ATM_0086,Kuwait City,783.83,25,36.19,4,2024-10-21,false
2024-10-21,ATM_0087,Hawalli,1048.54,41,26.59,4,2024-10-21,false
2024-10-21,ATM_0088,Hawalli,1204.79,44,0.0,0,2024-10-21,false
2024-10-21,ATM_0089,Hawalli,1318.05,38,20.71,3,2024-10-21,false
2024-10-21,ATM_0090,Farwaniya,677.38,25,0.0,0,2024-10-21,false
2024-10-21,ATM_0091,Kuwait City,1204.87,38,22.07,3,2024-10-21,false
2024-10-21,ATM_0092,Ahmadi,1128.19,31,0.0,0,2024-10-21,false
2024-10-21,ATM_0093,Kuwait City,1207.9,40,0.0,0,2024-10-21,false
2024-10-21,ATM_0095,Farwaniya,1110.31,42,24.12,3,2024-10-21,false
2024-10-21,ATM_0096,Kuwait City,1485.3,46,32.35,4,2024-10-21,false
2024-10-21,ATM_0097,Kuwait City,2216.92,71,34.7,5,2024-10-21,false
2024-10-21,ATM_0098,Jahra,1135.67,39,10.0,2,2024-10-21,false
2024-10-21,ATM_0099,Kuwait City,1917.19,59,21.33,4,2024-10-21,false
2024-10-21,ATM_0100,Kuwait City,910.27,30,10.71,2,2024-10-21,false
2024-10-21,ATM_0101,Hawalli,945.7,35,5.0,1,2024-10-21,false
2024-10-21,ATM_0102,Ahmadi,1029.45,27,10.0,2,2024-10-21,false
2024-10-21,ATM_0103,Hawalli,952.46,34,19.68,3,2024-10-21,false
2024-10-21,ATM_0104,Farwaniya,1151.83,42,19.07,2,2024-10-21,false
2024-10-21,ATM_0106,Farwaniya,976.04,37,5.0,1,2024-10-21,false
2024-10-21,ATM_0108,Mubarak Al-Kabeer,1356.71,41,13.39,2,2024-10-21,false
2024-10-21,ATM_0109,Kuwait City,1339.48,36,0.0,0,2024-10-21,false
2024-10-21,ATM_0110,Farwaniya,964.1,35,13.88,2,2024-10-21,false
2024-10-21,ATM_0112,Ahmadi,1018.37,41,10.0,2,2024-10-21,false
2024-10-21,ATM_0115,Hawalli,1275.98,47,15.0,3,2024-10-21,false
2024-10-21,ATM_0116,Kuwait City,1255.23,45,16.7,2,2024-10-21,false
2024-10-21,ATM_0117,Kuwait City,2160.37,58,10.98,2,2024-10-21,false
